-3.00  12000. 2.00  -0.891  -0.489  -0.088  -0.019  -0.019
-3.00  12000. 2.50  -0.877  -0.418  -0.104  -0.030  -0.030
-3.00  12000. 3.00  -0.871  -0.368  -0.107  -0.036  -0.035
-3.00  12000. 3.50  -0.866  -0.329  -0.102  -0.040  -0.038
-3.00  12000. 4.00  -0.861  -0.297  -0.092  -0.043  -0.039
-3.00  12000. 4.50  -0.854  -0.271  -0.075  -0.045  -0.039
-3.00  12000. 5.00  -0.846  -0.251  -0.053  -0.047  -0.038
-3.00  12500. 0.00  -0.994  -0.554  -0.088  -0.019  -0.021
-3.00  12500. 0.50  -0.994  -0.554  -0.088  -0.019  -0.021
-3.00  12500. 1.00  -0.994  -0.554  -0.088  -0.019  -0.021
-3.00  12500. 1.50  -0.994  -0.554  -0.088  -0.019  -0.021
-3.00  12500. 2.00  -0.987  -0.532  -0.095  -0.023  -0.025
-3.00  12500. 2.50  -0.974  -0.459  -0.112  -0.035  -0.036
-3.00  12500. 3.00  -0.969  -0.409  -0.116  -0.041  -0.041
-3.00  12500. 3.50  -0.966  -0.371  -0.112  -0.045  -0.043
-3.00  12500. 4.00  -0.961  -0.340  -0.102  -0.047  -0.045
-3.00  12500. 4.50  -0.955  -0.316  -0.087  -0.050  -0.045
-3.00  12500. 5.00  -0.948  -0.297  -0.067  -0.052  -0.044
-3.00  13000. 0.00  -1.085  -0.586  -0.097  -0.024  -0.028
-3.00  13000. 0.50  -1.085  -0.586  -0.097  -0.024  -0.028
-3.00  13000. 1.00  -1.085  -0.586  -0.097  -0.024  -0.028
-3.00  13000. 1.50  -1.085  -0.586  -0.097  -0.024  -0.028
-3.00  13000. 2.00  -1.081  -0.572  -0.102  -0.027  -0.031
-3.00  13000. 2.50  -1.068  -0.497  -0.120  -0.039  -0.042
-3.00  13000. 3.00  -1.065  -0.448  -0.124  -0.045  -0.047
-3.00  13000. 3.50  -1.063  -0.410  -0.120  -0.049  -0.049
-3.00  13000. 4.00  -1.059  -0.380  -0.111  -0.052  -0.050
-3.00  13000. 4.50  -1.053  -0.357  -0.097  -0.054  -0.051
-3.00  13000. 5.00  -1.046  -0.340  -0.079  -0.056  -0.050
-3.00  14000. 0.00  -1.260  -0.646  -0.115  -0.034  -0.041
-3.00  14000. 0.50  -1.260  -0.646  -0.115  -0.034  -0.041
-3.00  14000. 1.00  -1.260  -0.646  -0.115  -0.034  -0.041
-3.00  14000. 1.50  -1.260  -0.646  -0.115  -0.034  -0.041
-3.00  14000. 2.00  -1.260  -0.646  -0.115  -0.034  -0.041
-3.00  14000. 2.50  -1.248  -0.567  -0.135  -0.047  -0.053
-3.00  14000. 3.00  -1.248  -0.516  -0.140  -0.053  -0.058
-3.00  14000. 3.50  -1.248  -0.479  -0.137  -0.057  -0.060
-3.00  14000. 4.00  -1.245  -0.451  -0.128  -0.059  -0.062
