 19250. 9.0 -1.826 -0.927  0.030 -0.099 -0.106
 19500. 9.0 -1.863 -0.934  0.024 -0.100 -0.108
 19750. 9.0 -1.900 -0.941  0.017 -0.102 -0.111
 20000. 9.0 -1.936 -0.948  0.011 -0.103 -0.113
 25000. 9.0 -2.516 -1.062 -0.086 -0.121 -0.145
 30000. 9.0 -2.941 -1.146 -0.166 -0.132 -0.168
 35000. 9.0 -3.333 -1.192 -0.218 -0.136 -0.179
 40000. 9.0 -3.737 -1.214 -0.245 -0.138 -0.186
 45000. 9.0 -4.121 -1.228 -0.262 -0.140 -0.190
 50000. 9.0 -4.477 -1.238 -0.274 -0.141 -0.193
 55000. 9.0 -4.804 -1.245 -0.283 -0.142 -0.196
 60000. 9.0 -5.106 -1.252 -0.291 -0.143 -0.198
 65000. 9.0 -5.386 -1.257 -0.297 -0.144 -0.200
 70000. 9.0 -5.646 -1.261 -0.303 -0.145 -0.201
 75000. 9.0 -5.888 -1.265 -0.308 -0.146 -0.203
 80000. 9.0 -6.116 -1.268 -0.312 -0.146 -0.204
 85000. 9.0 -6.329 -1.271 -0.316 -0.147 -0.205
 90000. 9.0 -6.530 -1.274 -0.319 -0.148 -0.206
 95000. 9.0 -6.721 -1.276 -0.322 -0.148 -0.207
100000. 9.0 -6.901 -1.278 -0.325 -0.149 -0.208
 Teff  logg  BC(V)   U-B    B-V    V-R    R-I
